tid,text,likes,retweets
987913134311661568,"RT @Elite_cookware: Reduce, reuse and recycle! Make everyday Earth day!

#EarthDay #SaveEarth #EarthDay2018 #Cooking #Utensils #Cookware #P…",0,1
987911497270509570,"How to Start an Ecommerce Business in India
https://t.co/uemmzcvvAS
""Series - Business Ideas with Low to No Investm… https://t.co/aa8fGs7GS6",2,1
987911398251429888,"Reduce, reuse and recycle! Make everyday Earth day!

#EarthDay #SaveEarth #EarthDay2018 #Cooking #Utensils… https://t.co/uyr1oRlNZA",3,1
987900692781088768,"@_Kalyan_K @Flipkart @flipkartsupport 
Order ID: OD212067099774233000
Ticket Registered by Jeeves: Ticket ID 8D17-2… https://t.co/tGygyg1nuj",0,0
987897715928457216,"So the merger deal is final- Walmart to acquire majority stake in #Indian #ecommerce Giant.
#Walmart + #Flipkart https://t.co/uZBC59aZch",2,0
987888764277219328,"Deals of the Day
https://t.co/FCnerwIflq

#Flipkart #Deals #Offers #OnlineDeals https://t.co/WnJHtLrJAY",0,0
987888068353912840,@evleaks #Flipkart exclusive product is soon,0,0
987882442412339200,"RT @BazaarRewards: Shop on #Flipkart and Get best offers on top Branded #Mobiles,

#Electronics, #Fashion &amp; #Lifestyle,#Home products, Book…",0,2
987882386925936641,RT @BazaarRewards: Check out #Flipkart for The #Dependables #Onlinestore For #Appliances #Tv's #Ac's with Best Exciting wide Range of offer…,0,2
987882360476581889,"RT @BazaarRewards: Check out #Flipkart  Summer #StealDeals on #Laptop's Across all top Brand""s on Bonanza Laptop store https://t.co/qiiBR6G…",0,2
987881747068022787,"RT @YourStoryCo: A deep dive into angel #investments made by founders of #Flipkart, #Paytm and #Ola https://t.co/gWKaQ7MuRb https://t.co/zf…",0,5
987862306938937344,#eBay Throws Wrench Into Walmart's Plan to Buy #Flipkart https://t.co/0rdwkkjpdw,0,0
987852752591163392,RT @FortuneIndia: It’s been a period of massive fund-raising by the homegrown online retailer. #Flipkart raised a hefty $2.5 billion from S…,0,3
987842533022683136,"RT @allrites_ico: With Amazon’s continuing focus on fashion and grocery in 2017 and 2018, Flipkart will find it difficult to retain its edg…",0,1
987841167244095489,"With Amazon’s continuing focus on fashion and grocery in 2017 and 2018, Flipkart will find it difficult to retain i… https://t.co/iz0WO9CJzo",1,1
987835916529160193,Buy these handcrafted hammocks online at https://t.co/3Kly7MS7tE | #shopping #sale #deals #ecommerce… https://t.co/Yb8Xo3BIsC,1,0
987795637201760261,#TCL partners with #Flipkart for its smart TVs launch https://t.co/MW4smIr14S https://t.co/wOzQuoc32X,0,0
987789948765069313,RT @RedSeer: Walmart could seal India's biggest e-commerce deal as early as next week #walmart #Flipkart #ecommerce https://t.co/HK6JXzkTyi…,0,1
987768230855954432,"Dear @amazon, @amazonIN u must maintain/keep distance from #chutiyas who in any way/form disturbs the integrity of… https://t.co/U1hDYw3JBu",0,0
987764898531753984,"RT @varunINFOSYS: #Flipkart CHEATED me.. DEFAMED me.. 
Delivered an USED washing machine at the COST of new one.
Now, when I raised complai…",0,6
987762075945467904,Got an already altered Levi's Jeans!!! Very unfortunate experience in #Flipkart from a loyal customer :(… https://t.co/0QYUEJ6iZ2,0,0
987761642736889859,Top 5 Websites To Buy #Jeans Online in India https://t.co/AzlSTXFyZw #amazon #bbloggers #couponsanddeals… https://t.co/igGfFcNkVK,0,0
987760317521281024,No more commision government like #Karnataka CM  #Siddaramaiah  #SiddaramaihMafiaRule  checkout  #Modi 's own… https://t.co/3XEO6kumxh,0,0
987756557935951872,"I'm like a product from flipkart i look good only in photos but not in reality
#onlinedhoka #flipkart",1,0
987753221107019776,#Walmart may buy #Flipkart by next week #M&amp;A https://t.co/DwM16T54a3,0,0
987750910309883908,"#EarthTherapy lime Ginger Facial Scrub...
Order whatsapp @ 9821245446 / 7045004636 ....
Order online #flipkart… https://t.co/koO9wrPj2q",2,0
987747339895881728,"RT @SujitMAZUMDAR7: @flipkartsupport #flipkart #digitalIndia #MiTV #amazon
Finally your team delivered against cash.
What's more shocking t…",0,3
987745988679909376,"RT @SujitMAZUMDAR7: @flipkartsupport #MiTV #Flipkart
Your installation guys are asking Rs. 200 as installation charge while your customer c…",0,1
987737758532747264,$WMT #Flipkart  deal to be sealed next week  https://t.co/pgSjYYIAXX,0,0
987730263953346560,Flipkart Stake Sale to Walmart May  Happen Next Week; Deal Pegged at $18 Billion #flipkart #walmart… https://t.co/KrtvkMlser,0,0
987729227465273344,"#Steal
#Charcoal Face #Wash &amp; Face #Cream Flat 76% Discount Starts From Rs.118 #Flipkart 76% Discount… https://t.co/bvpqMtaFy0",0,0
987728861017313280,"@Lencare_In Guys, I could have got a new tab from #flipkart or #amazon. Not a good experience with #Lenovo, for the… https://t.co/U7ezmwtkT8",0,0
987727888739917825,"RT @varunINFOSYS: #Flipkart CHEATED me.. DEFAMED me.. 
Delivered an USED washing machine at the COST of new one.
Now, when I raised complai…",0,6
987723956357656576,"RT @saysPT: Heady stuff and dazzling array of possibilities. Amazon should be given a good run for its money in all geographies, more so in…",0,2
987722703711895553,Walmart could seal India's biggest e-commerce deal as early as next week #walmart #Flipkart #ecommerce… https://t.co/MHMMwzVHcM,0,1
987718745844928513,On the 20 april 12.15 pm product received at my home town but why delivery 23 april ..Amazon Best hai phir to… https://t.co/As86LKr835,1,0
987717842689650688,I have some product book .That product has been arrived delhi to my home town 4 days but home town to my address ha… https://t.co/JjZXfOhJLg,0,0
987711111075106816,Buy these handcrafted hammocks online at https://t.co/1z49gY6Oe9 | #shopping #sale #deals #ecommerce… https://t.co/CqHuCWbCHl,0,0
987710057709105153,"RT @ET_RISE: Former #Flipkart executives' @BeCureFit, launched in May 2016, focuses on physical &amp; mental fitness, diet and primary healthca…",0,8
987709630355820546,"Today also waited for 1 hour 5 minutes. 1 more deadline for tomorrow.
Reply #flipkart",0,0
987697180084334593,"Enter the dragon!!! #walmart #indiaentry #flipkart 

Recently i read a tweet wer someone said they r unable to reco… https://t.co/SCyJdP0kUu",0,0
987697118604382208,"Get rid off premature Aging with all new Coffee Scrub

#BroCode #coffeescrub #coffee #organicproducts… https://t.co/deeY3pfDr8",1,0
987679295366561793,"@flipkartsupport #MiTV #Flipkart
Your installation guys are asking Rs. 200 as installation charge while your custom… https://t.co/WWIQb4Y9Hq",0,1
987671278394990593,How To Buy Mi TV in Flash Sale | Tricks To Buy in Flash Sale | How to Buy in Flash Sale in Flipkart -… https://t.co/OnvimDkYwK,0,0
987664871234981889,"Want to know what are the #Brands whose #products we sell on https://t.co/qlbt6ETpkd
#Visit:… https://t.co/wL81WM8NV9",0,0
987664829434380288,"Sukkhi Alloy Yellow Gold, Rhodium Bracelet Rs.387 #Flipkart
https://t.co/oWUQolWAu3 https://t.co/9llRgEhPhr",0,0
987664482896838656,Walmart to buy #Flipkart ?,0,0
987663743008964609,"RT @SitaphalOnline: #Flipkart Blockbuster Weekend Min 30-80% Off on #Fashion and also get Extra Sitaphal #Rewards.
Enjoy your weekend shopp…",0,1
987662231784513536,#Walmart reportedly could be announcing its 51% acquisition of #Flipkart as soon as next week https://t.co/6CmeOYD4J9,3,0
987659340285906944,@Flipkart take back your giftcard change damaged product#disgusting #flipkart not demanded any gift.request to chan… https://t.co/VGDCd0zkwz,0,0
987659114439413766,@FlipkartStories takeback your giftcard change damaged product#disgusting #flipkart not demanded any gift.request t… https://t.co/cgrtx7vrML,0,0
987653130404839430,"Flipkart Deal of The Days !!! #flipkart #amazon #shopping

Highlander Mens Solid Casual REGULAR Shirt

M.R.P.    :… https://t.co/asw4CcY08S",1,0
987652218911326208,@flipkartsupport @Flipkart @Flipkart @flipkartsupport it's been 24 more than 24 hours. Where is the solution to the… https://t.co/KCpXTmJTld,0,0
987651561496154112,RT @soumitro_c: #Walmart may buy #Flipkart by next week | ETtech  https://t.co/U2IcrI09i6 #ecommerce #India,0,5
987650262415302656,"RT @7Rajeshraj92: #Flipkart 🎯

Offer : Get upto 70% off on Bluetooth Speakers

Starting from just 199
👇👇👇😃😃👇👇

https://t.co/E2j8OAGgR8

*👆…",0,3
987650058404282368,"RT @7Rajeshraj92: #Flipkart

Get upto 60% off on Coffee Mugs
⛱👍

https://t.co/GubjPlLgie

👆👆 Click The Link👆👆 https://t.co/42Ak5xIncR",0,2
987647238791774208,"#Walmart could seal India's biggest e-commerce deal as early as next week #flipkart @Walmart @Flipkart
https://t.co/ib2bvPMGaQ",0,0
987642106121465856,RT @soumitro_c: #Walmart may buy #Flipkart by next week | ETtech  https://t.co/U2IcrI09i6 #ecommerce #India,0,5
987639669675479040,"RT @BoldKiln: Walmart to buy more than 51% of Flipkart

Get The Digest - https://t.co/cEM62Vxyxs
Read More - https://t.co/aRZFxvqqm4 

#The…",0,3
987639048213643264,RT @RedSeer: Walmart's Acquisition Of Flipkart Will Be A Good Deal For E-Commerce In India via @forbes @baxiabhishek #Flipkart #Amazon #Wal…,0,1
987638788770811904,"RT @brocode4men: Get the glow with all new organic coffee scrub in store now.

#BroCode #coffeescrub #instorenow #available #amazon #flipka…",0,1
987638762334179329,"@Flipkart Another way #Flipkart Cheats/scams consumers on their mobile app..
Buying Diaper for my Niece. Observe th… https://t.co/mF6j8NYpZg",0,0
987636981160075265,"RT @YourStoryCo: A deep dive into angel #investments made by founders of #Flipkart, #Paytm and #Ola https://t.co/gWKaQ7MuRb https://t.co/zf…",0,5
987635861910183936,"RT @BoldKiln: Walmart to buy more than 51% of Flipkart

Get The Digest - https://t.co/cEM62Vxyxs
Read More - https://t.co/aRZFxvqqm4 

#The…",0,3
987634827498278912,"RT @BoldKiln: Walmart to buy more than 51% of Flipkart

Get The Digest - https://t.co/cEM62Vxyxs
Read More - https://t.co/aRZFxvqqm4 

#The…",0,3
987634041229922304,"Walmart to buy more than 51% of Flipkart

Get The Digest - https://t.co/cEM62Vxyxs
Read More -… https://t.co/dLiJTK0ESA",1,3
987632733617668096,"#Walmart #Flipkart #AmazonIN #SoftBank #VisionFund #NaspersVentures

After some hiccups, the path is clear for Walm… https://t.co/Wdx2s5poDj",0,0
987632412317442053,"RT @shyvish: The last panel of the day featuring Aparna Raman of @TimbuktooBooks and Mridula Sankhayan, senior director, L&amp;D, #Flipkart.

S…",0,1
987631400902782976,"#Flipkart

Get upto 60% off on Coffee Mugs
⛱👍

https://t.co/GubjPlLgie

👆👆 Click The Link👆👆 https://t.co/42Ak5xIncR",2,2
987630445599768576,"Flipkart Deal of The Days !!! #flipkart #amazon #shopping

Flipkart SmartBuy Inferno Pro Gaming Headset with Mic an… https://t.co/M8WU9Wj1EB",1,0
987628937990819840,"RT @peace_kudos: Three chors of India

#VijayMallya
#Niravmodi
#flipkart",0,1
987626527260053504,"The last panel of the day featuring Aparna Raman of @TimbuktooBooks and Mridula Sankhayan, senior director, L&amp;D,… https://t.co/0yzvEGl8HA",4,1
987626105824739328,RT @Yokesh41769509: #Walmart is likely to sign the biggest #ecommerce deal in #india to take on their fellow rivals #amazon.It could buy ne…,0,1
987626053748318209,"RT @YourStoryCo: A deep dive into angel #investments made by founders of #Flipkart, #Paytm and #Ola https://t.co/gWKaQ7MuRb https://t.co/zf…",0,5
987625610674520064,#Walmart is likely to sign the biggest #ecommerce deal in #india to take on their fellow rivals #amazon.It could bu… https://t.co/6tXURKYs4i,2,1
987624558990712833,"A deep dive into angel #investments made by founders of #Flipkart, #Paytm and #Ola https://t.co/gWKaQ7MuRb https://t.co/zfF6jXL91G",9,5
987622939439792128,"#Flipkart #Mattress #Days - up to 70% off on #Perfect #Homes, #peps &amp; more
https://t.co/zPM6jNVsVi
This coupon for… https://t.co/I0noCjG75G",1,0
987622923262480384,"#Flipkart #Mattress #Days - up to 70% off on #Perfect #Homes, #peps &amp; more
https://t.co/zPM6jNVsVi
This coupon for… https://t.co/q3JxWa81PG",0,0
987620806237679616,"Three chors of India

#VijayMallya
#Niravmodi
#flipkart",1,1
987620579703443456,@ojas_mehta74 True but did these investors prohibit the #Flipkart promoters from becoming a Amazon globally? If so… https://t.co/iBaRBWzlwV,0,0
987615179083993088,No one beats #Flipkart in ##EmailMarketing. They use top notch creative minds. #GetInspired #LearnFromFlipkart We s… https://t.co/OtxGqLwkST,0,0
987612508365213696,"RT @TEDCoach_: #Amazon #Flipkart #shopping #VentureCapital #Technologies
How the world shops 20 years from now? TDC… https://t.co/YthAWNcFDN",0,0
987612346154500096,"RT @muthuvijayar: Kurtas and Kurtis 
Starting @ just  ₹129
Check now...

&gt;&gt;  https://t.co/HHBp6F3eoU &lt;&lt;
#flipkart #fashion https://t.co/os2…",0,2
987612321005453312,"RT @muthuvijayar: #Flipkart #fashion weekend sale. 

&gt;&gt; https://t.co/aCcnvAnqM0 &lt;&lt;

Extra 15% cashback on #phonepe https://t.co/YiAcihN5GU",0,1
987611019588628480,Walmart likely to seal #Flipkart deal by next week https://t.co/YcshyLgxOe https://t.co/IVJxzorWbx,1,0
987610714490769408,"Get the glow with all new organic coffee scrub in store now.

#BroCode #coffeescrub #instorenow #available #amazon… https://t.co/3m2LPLdeM6",4,1
987609369364836352,"Buy Online #Carpets from Our Store and Experience Elegance and Style in Home Decor.
Place your order now:… https://t.co/XX9K3EtCbK",1,0
987605982183227392,"RT @brocode4men: Use and get the result and feel better with Charcoal Face Mask

#BroCode #charcoalmask #feelbetter #makeuse #tryit #offer…",0,2
987594654723043328,"#KeetOff - #Herbal #MosquitoRepellent Body Mist (Safe for Kids)

Available at:
#Amazon: https://t.co/Zhnj14UGnb… https://t.co/1sKI6TrdfO",2,0
987594650482393088,"#KeetOff - #Herbal Mosquito Repellent Body Mist (Safe for Kids)

Available at:
#Amazon: https://t.co/Zhnj14D4YB… https://t.co/cD1MAoleJI",0,0
987594504608796672,"RT @BazaarRewards: Shop on #Flipkart and Get best offers on top Branded #Mobiles,

#Electronics, #Fashion &amp; #Lifestyle,#Home products, Book…",0,2
987594458299449351,RT @BazaarRewards: Check out #Flipkart for The #Dependables #Onlinestore For #Appliances #Tv's #Ac's with Best Exciting wide Range of offer…,0,2
987594399507931136,RT @BazaarRewards: #Flipkart Buy Branded #AirConditioners | PerfectBuy #OnlyonFlipkart Best Brands. Great Price. Assured Service. Best Exch…,0,2
987594353244717056,"RT @BazaarRewards: Check out #Flipkart  Summer #StealDeals on #Laptop's Across all top Brand""s on Bonanza Laptop store https://t.co/qiiBR6G…",0,2
987593552505942016,"Shop on #Flipkart and Get best offers on top Branded #Mobiles,

#Electronics, #Fashion &amp; #Lifestyle,#Home products,… https://t.co/TOnP8NRFUq",2,2
987592413001596930,"SPLICE Hand-held Bag  (Blue) Rs.308 #Flipkart
https://t.co/oXsZ3ir3SB https://t.co/VFfevAPX4T",0,0
987592298547548160,"Why are #Walmart and #Amazon desperate to buy #Flipkart?

https://t.co/wVmHR7apFj",0,0
987591040902119425,"#Amazon #Flipkart #shopping #VentureCapital #Technologies
How the world shops 20 years from now? TDC is developing… https://t.co/4ItIsrral6",0,0
987590484225769472,#Walmart can deal with Indias largest e-commerce #Flipkart next week. @Flipkart @Walmart   https://t.co/LuAnwV0FpS,2,0
987590401509949440,"If you too #love #Poetry #Prose &amp; #Verses then #check this #Book ""VOICE FROM THE EAST"" on #Amazon, #Flipkart,… https://t.co/yd7jhbUHOf",0,0
987589959472345088,"Asus Zenfone Max Pro M1 Launching on 23rd April in partnership with Flipkart.
The launch event is live from 12:30 P… https://t.co/TScZ3prqz6",0,0
987586818374856704,Walmart's Acquisition Of Flipkart Will Be A Good Deal For E-Commerce In India via @forbes @baxiabhishek #Flipkart… https://t.co/adwJDDJkic,0,1
987584834305339392,"#EarthTherapy Mineral Mud Pack...
Order whatsapp @ 9821245446 / 7045004636 ....
Order online #flipkart #amazon… https://t.co/kuawlXfhpG",2,0
987583877421056000,RT @soumitro_c: #Walmart may buy #Flipkart by next week | ETtech  https://t.co/U2IcrI09i6 #ecommerce #India,0,5
987581896237268993,"Voltas 1.5 Ton 5 Star BEE Rating 2017 Split AC - Red  (185EY(R), Aluminium Condenser Rs.29,999 #Flipkart… https://t.co/l20qogF4sH",0,0
987581615730671617,"#Walmart may buy controlling stake in #Flipkart by next week.

 #investments #flipkartoffers #tech #techyradar… https://t.co/YepSGc5DZy",1,0
987581563914407937,#Walmart may buy #Flipkart by next week | ETtech  https://t.co/U2IcrI09i6 #ecommerce #India,2,5
987580884420247552,"#Flipkart recently i ordered product from flip kart ,product damaged in transit. Flip kart executive says extra cos… https://t.co/w9mZkGeDIq",0,0
987580518584614917,"Flipkart Deal of The Days !!! #flipkart #amazon #shopping

Volga Branded Fashion New Designer Best Diwali Special C… https://t.co/aT6KZHHiIz",1,1
987579990328803334,"#Flipkart 
Flip cart has became waste in e-commerce it does nt delivery in expected date, even it plays strategies how to increase prices",0,0
987578955703160832,RT @pawan1301: @flipkartsupport @Flipkart I have requested to return the product and my return was cancelled after tech visit fake update.…,0,1
987578381305696256,"Adza AX 2 Running Shoes For Men  (Black, Red) Rs.499 #Flipkart
https://t.co/eiMR0eUi6C https://t.co/DF7rtZD32C",0,0
987577816228167680,"#Hygee - #HerbalIntimateWash for Men

Available on:
#AMAZON: https://t.co/waHMdQY46F
#FLIPKART:… https://t.co/kTXPRoyhou",1,0
987575811720048641,"#KeetOff #Herbal #MosquitoRepellent #SafeForKids

Available Here:
#Amazon: https://t.co/Zhnj14UGnb
#FLIPKART:… https://t.co/brqmKC4yEq",0,0
987575329215729664,"@Flipkart @flipkartsupport purchased Intex fully Automatic Washing machine model no WMA62 , Even after I requested… https://t.co/txFnF51Byb",0,0
987573157098745857,"RT @brocode4men: Use and get the result and feel better with Charcoal Face Mask

#BroCode #charcoalmask #feelbetter #makeuse #tryit #offer…",0,2
987572729413971969,Amazon is no more apni dukan.. it's an anti-nationalist makaan... At least we can promote our own Indian brands… https://t.co/Dk0PladTjS,4,1
987572244590215168,@flipkartsupport @Flipkart I have requested to return the product and my return was cancelled after tech visit fake… https://t.co/IUFLIwW83n,2,1
987568102459224064,"Let your smile say it all with the supreme quality of liquid absorbing capacity of ID Diapers.
#LaughterTherapy #id… https://t.co/Vruwpvvs9a",1,0
